Date,Price,Open,High,Low,Vol.,Change %,Return,EWMA_Volatility,MR_EWMA_Volatility
2015-01-12,269.3,264.8,273.1,263.3,25.39K,1.72%,0.01699395770392753,0.03610011677884675,0.030607527856578113
2015-01-13,221.3,269.3,269.1,217.1,95.50K,-17.84%,-0.1782398811734125,0.03524702826432553,0.11395390509475241
2015-01-14,164.9,221.3,230.9,157.3,170.68K,-25.47%,-0.2548576592860371,0.055443476945632904,0.1814317910680359
2015-01-15,209.8,164.9,231.3,164.6,124.67K,27.20%,0.2722862340812613,0.0823813448389691,0.21919712356657084
2015-01-16,206.9,209.8,222.6,198.7,62.32K,-1.36%,-0.013822688274547246,0.10405706326356631,0.1671551870859075
2015-01-17,199.6,206.9,212.6,191.7,43.13K,-3.51%,-0.035282745287578576,0.10094386594936658,0.12925917830764794
2015-01-18,210.6,199.6,220.7,192.5,40.37K,5.49%,0.05511022044088176,0.09824956262160742,0.10441397744325874
2015-01-19,215.9,210.6,219.5,205.5,31.58K,2.49%,0.02516619183285851,0.09620824364803404,0.08125039685815792
2015-01-20,210.6,215.9,216.6,203.4,37.48K,-2.46%,-0.024548402037980588,0.09348082589371581,0.06402339668812863
2015-01-21,228.2,210.6,229.3,207.1,43.18K,8.37%,0.08357075023741678,0.0908322760022121,0.07169996208162913
2015-01-22,232.7,228.2,238.8,225.6,53.71K,1.99%,0.019719544259421573,0.09041303246563626,0.05629904976412844
2015-01-23,232.2,232.7,237.0,224.8,38.17K,-0.23%,-0.0021486892995272733,0.0877916686183958,0.04333516586641686
2015-01-24,248.2,232.2,248.9,229.6,33.24K,6.89%,0.06890611541774327,0.08511880794522701,0.054604809940923406
2015-01-25,252.1,248.2,256.4,241.4,50.19K,1.58%,0.015713134568896114,0.08423409014510251,0.0431706456972427
2015-01-26,269.2,252.1,310.9,251.5,105.71K,6.78%,0.06783022610075373,0.08175862756857942,0.05400010977878968
2015-01-27,263.3,269.2,276.9,247.3,50.26K,-2.20%,-0.021916790490341675,0.08099050046367522,0.043781326641489114
2015-01-28,236.2,263.3,267.7,228.1,63.77K,-10.29%,-0.10292442081276121,0.07870650695945687,0.07270600897775503
2015-01-29,234.0,236.2,241.5,220.4,54.49K,-0.92%,-0.009314140558848383,0.08036564917595099,0.05599803227928922
2015-01-30,231.8,234.0,244.8,227.2,48.23K,-0.92%,-0.009401709401709368,0.07795078258930252,0.04348637584441707
2015-01-31,218.5,231.8,235.4,216.5,42.15K,-5.75%,-0.05737704918032793,0.07561116692849065,0.04920275961523884
2015-02-01,225.3,218.5,231.4,209.7,41.16K,3.10%,0.03112128146453097,0.07464283754513422,0.04266918724827446
2015-02-02,238.9,225.3,242.5,220.5,39.02K,6.02%,0.060363959165556924,0.07276930709153148,0.05017399770370795
2015-02-03,227.4,238.9,247.5,223.9,63.08K,-4.79%,-0.04813729593972371,0.07208521474806869,0.04902100933632649
2015-02-04,226.6,227.4,230.7,220.2,55.24K,-0.36%,-0.0035180299032542273,0.0708768893912676,0.03790841751334019
2015-02-05,216.5,226.6,229.9,214.4,40.64K,-4.44%,-0.044571932921447455,0.06872309680783509,0.04059971363859387
2015-02-06,223.0,216.5,226.2,215.6,52.52K,2.97%,0.03002309468822162,0.06751808368895529,0.036701820046268166
2015-02-07,227.7,223.0,231.0,222.4,39.76K,2.12%,0.02107623318385654,0.06587300889140042,0.03152850470540463
2015-02-08,223.7,227.7,230.2,219.5,29.05K,-1.76%,-0.017566974088713216,0.064074570296611,0.027141968553253303
2015-02-09,220.3,223.7,225.0,215.7,91.69K,-1.49%,-0.015198927134555063,0.06227144963698561,0.023608271330772253
2015-02-10,219.7,220.3,222.2,214.4,86.15K,-0.30%,-0.002723558783477187,0.06048908890585663,0.019136474706120062
2015-02-11,218.8,219.7,223.5,217.3,71.73K,-0.38%,-0.004096495220755503,0.05865014194703891,0.0160984955853989
2015-02-12,221.8,218.8,223.0,217.3,50.11K,1.35%,0.013711151736745864,0.05687227512390343,0.016248373564590954
2015-02-13,236.2,221.8,241.6,220.6,112.25K,6.48%,0.0649233543733092,0.055241905090426695,0.04288273165239069
2015-02-14,258.6,236.2,261.3,235.4,133.80K,9.51%,0.09483488569009335,0.05587012179979085,0.0679450352149021
2015-02-15,233.3,258.6,264.6,226.6,179.14K,-9.81%,-0.09783449342614081,0.05893896514157033,0.08031650019990492
2015-02-16,235.8,233.3,240.0,228.0,115.47K,1.10%,0.010715816545220802,0.061965061135116,0.06181571434154701
2015-02-17,243.2,235.8,247.2,232.0,116.26K,3.13%,0.031382527565733565,0.0601346688428879,0.05136121851386456
2015-02-18,235.2,243.2,245.5,231.7,99.66K,-3.29%,-0.03289473684210531,0.058807308008597084,0.04461712921084007
2015-02-19,241.9,235.2,244.1,234.9,66.05K,2.86%,0.028486394557823314,0.05758233522027053,0.03886115812915976
2015-02-20,244.5,241.9,247.8,238.8,83.59K,1.07%,0.010748243075651143,0.05626251229858715,0.030987533357806248
2015-02-21,244.4,244.5,247.3,242.6,42.95K,-0.04%,-0.00040899795501014857,0.05461202758085939,0.024427293233953956
2015-02-22,235.7,244.4,246.5,232.7,75.70K,-3.55%,-0.03559738134206225,0.05294841999401517,0.029677984194324807
2015-02-23,238.8,235.7,240.1,231.3,62.67K,1.31%,0.013152312261349275,0.0520706585571529,0.024862606886578525
2015-02-24,238.9,238.8,240.3,235.5,45.03K,0.03%,0.00041876046901179187,0.05058706625897836,0.01996466285865008
2015-02-25,237.3,238.9,239.6,234.6,38.10K,-0.65%,-0.006697362913352878,0.04904608769258436,0.016996327433501945
2015-02-26,236.5,237.3,238.2,233.5,50.87K,-0.34%,-0.003371260008428245,0.04758023618133209,0.014569259684616209
2015-02-27,253.5,236.5,258.7,235.7,167.81K,7.16%,0.07188160676532762,0.046138141122174924,0.04669668566574996
2015-02-28,254.1,253.5,255.4,248.7,39.41K,0.23%,0.002366863905325367,0.04807309336528134,0.036132519441882574
2015-03-01,257.9,254.1,260.6,244.8,51.33K,1.53%,0.014954742227469398,0.04661219894029258,0.029730923954578256
2015-03-02,273.8,257.9,274.8,256.1,81.09K,6.13%,0.06165180302442819,0.04534042262211338,0.04512520375058356
2015-03-03,280.6,273.8,287.1,266.1,164.82K,2.52%,0.0248356464572681,0.046480806545374335,0.038217803526091686
2015-03-04,271.9,280.6,284.5,265.9,139.00K,-3.11%,-0.031004989308624498,0.04547357490432248,0.035520317687179274
2015-03-05,275.2,271.9,280.8,262.8,123.64K,1.22%,0.012136815005516777,0.044737610747847954,0.028787508461845607
2015-03-06,272.6,275.2,278.0,269.0,98.80K,-0.97%,-0.009447674418604501,0.04347648471540784,0.023565085870306125
2015-03-07,274.9,272.6,278.3,269.4,60.72K,0.86%,0.008437270726338708,0.04221549422820658,0.019746387522297813
2015-03-08,274.5,274.9,278.8,271.3,50.40K,-0.15%,-0.0014550745725717684,0.040981585230374026,0.01634536883298817
2015-03-09,290.0,274.5,293.3,273.8,151.77K,5.66%,0.0564663023679417,0.03973471961440587,0.03794716805460952
2015-03-10,291.4,290.0,301.0,288.1,158.18K,0.47%,0.004827586206896495,0.04093193941718121,0.029724901384726384
2015-03-11,295.6,291.4,297.7,288.9,79.98K,1.45%,0.01441317776252582,0.039702601676713654,0.025166083294027843
2015-03-12,293.9,295.6,297.0,290.8,107.32K,-0.59%,-0.005751014884979866,0.03865466552304714,0.020499359658233875
2015-03-13,287.2,293.9,294.9,286.1,97.34K,-2.26%,-0.022796869683565757,0.03750355485856195,0.022063049829176333
2015-03-14,281.6,287.2,288.4,279.3,75.72K,-1.95%,-0.01949860724233976,0.03678732751165249,0.02169935800471073
2015-03-15,284.9,281.6,286.4,280.4,39.46K,1.16%,0.011718749999999778,0.03598500741400605,0.0191528697404458
2015-03-16,290.4,284.9,294.0,284.8,66.34K,1.94%,0.019305019305019266,0.03500664592851843,0.019961594353086753
2015-03-17,285.4,290.4,292.5,283.3,65.01K,-1.73%,-0.017217630853994526,0.03426803714595872,0.019672895031615262
2015-03-18,255.9,285.4,285.6,248.2,206.74K,-10.32%,-0.103363700070077,0.03349070432791857,0.06660026739196054
2015-03-19,260.9,255.9,264.8,247.0,180.69K,1.96%,0.019538882375927935,0.04117490630624277,0.05252008508232818
2015-03-20,261.8,260.9,264.7,257.9,52.83K,0.33%,0.003449597546953065,0.040206424987036825,0.040529338553306815
2015-03-21,259.7,261.8,263.3,254.0,51.65K,-0.79%,-0.008021390374331583,0.03899073219392119,0.03188957750804813
2015-03-22,268.6,259.7,270.4,259.0,56.63K,3.41%,0.034270311898344286,0.037853944674356495,0.03298435340159674
2015-03-23,265.5,268.6,271.0,259.4,81.45K,-1.16%,-0.011541325390915902,0.037648547334807964,0.02688133805760037
2015-03-24,246.7,265.5,267.0,242.7,151.09K,-7.06%,-0.07080979284369116,0.03661093362566351,0.04915720270660127
2015-03-25,246.4,246.7,249.2,234.8,131.44K,-0.14%,-0.001216051884880387,0.03950671384765079,0.03795441286801277
2015-03-26,248.0,246.4,254.7,243.5,89.47K,0.67%,0.006493506493506551,0.038304338391740377,0.029853826534516462
2015-03-27,247.2,248.0,250.1,244.5,62.56K,-0.33%,-0.003225806451612967,0.03717148015409248,0.023680020176443533
2015-03-28,252.0,247.2,254.3,246.3,55.06K,1.95%,0.01941747572815533,0.03604774819972978,0.0226376921422178
2015-03-29,242.1,252.0,252.8,238.9,77.54K,-3.94%,-0.03928571428571426,0.03527174567659027,0.03065659375147521
2015-03-30,246.8,242.1,248.8,236.6,85.33K,1.95%,0.01941346551011991,0.03552537573771665,0.02705445124726268
2015-03-31,244.1,246.8,248.7,241.2,75.33K,-1.07%,-0.010940032414910927,0.03476984527740017,0.022608502112993756
2015-04-01,246.2,244.1,247.7,239.6,67.08K,0.86%,0.008603031544448969,0.03381695833057498,0.01911656154992667
2015-04-02,252.6,246.2,254.9,244.3,81.37K,2.58%,0.025995125913891082,0.03285440913474508,0.02271503229581215
2015-04-03,254.5,252.6,256.5,251.3,71.74K,0.74%,0.0075217735550277,0.032483723030071084,0.01901138373418254
2015-04-04,252.9,254.5,255.2,250.3,30.72K,-0.62%,-0.006286836935166962,0.031547984893262125,0.016287313777362224
2015-04-05,259.6,252.9,260.3,250.6,43.83K,2.67%,0.026492684855674353,0.03062564756694833,0.02163697145498779
2015-04-06,255.0,259.6,261.5,252.3,45.93K,-1.80%,-0.017719568567026278,0.03039352254367626,0.02083819375151844
2015-04-07,253.0,255.0,255.6,250.1,44.79K,-0.78%,-0.007843137254901933,0.02978555398961504,0.017776973352225993
2015-04-08,244.6,253.0,254.3,242.6,102.65K,-3.32%,-0.033201581027668015,0.02894199994817445,0.02557126851908533
2015-04-09,243.3,244.6,246.2,237.6,69.19K,-0.51%,-0.005314799672935355,0.02921509367269478,0.02074235055706653
2015-04-10,234.7,243.3,244.1,231.3,100.20K,-3.53%,-0.03534730785039053,0.028354985842702806,0.02788300106787119
2015-04-11,236.5,234.7,240.0,233.1,51.99K,0.75%,0.007669365146996121,0.028822401689444634,0.02266593187093921
2015-04-12,235.9,236.5,237.5,232.3,33.03K,-0.27%,-0.0025369978858350573,0.028007430058902518,0.018454482702620078
2015-04-13,223.6,235.9,236.8,220.4,105.15K,-5.20%,-0.05214073760067828,0.027161320875289205,0.036042957014067914
2015-04-14,218.0,223.6,224.7,214.3,115.19K,-2.50%,-0.025044722719141266,0.029267601569680477,0.03221401060923
2015-04-15,223.0,218.0,223.6,217.1,77.23K,2.28%,0.022935779816513735,0.029031555929846225,0.029101246833045557
2015-04-16,228.0,223.0,229.5,222.9,84.89K,2.25%,0.022421524663677195,0.028702340759471485,0.026967457095537516
2015-04-17,222.6,228.0,229.3,220.6,66.92K,-2.36%,-0.023684210526315863,0.028364738483953666,0.02608992944623772
2015-04-18,223.4,222.6,224.5,220.6,36.54K,0.34%,0.003593890386343279,0.02810589610033077,0.02097087650925266
2015-04-19,223.0,223.4,226.9,222.0,35.50K,-0.15%,-0.0017905102954342,0.02726389324276663,0.0172183136214574
2015-04-20,224.2,223.0,226.7,221.6,44.87K,0.55%,0.0053811659192823935,0.0264369634772014,0.014950901873231521
2015-04-21,233.7,224.2,235.3,223.3,68.35K,4.23%,0.04237288135593231,0.025665456793523833,0.029511176062155326
2015-04-22,233.8,233.7,238.4,231.8,77.56K,0.02%,0.0004278990158324003,0.026961461320545284,0.0233446387035819
2015-04-23,235.4,233.8,236.1,232.6,42.45K,0.69%,0.006843455945252375,0.02614031672725043,0.019350017828862805
2015-04-24,231.1,235.4,236.6,229.1,69.78K,-1.83%,-0.018266779949023038,0.025399353583140404,0.019688393408655573
2015-04-25,226.1,231.1,232.3,223.1,43.78K,-2.14%,-0.02163565556036351,0.02502878438273153,0.021160373596276247
2015-04-26,218.7,226.1,226.7,214.1,100.77K,-3.29%,-0.032728881026094725,0.024838271685208517,0.02679586360352263
2015-04-27,229.0,218.7,242.6,216.6,123.41K,4.69%,0.04709647919524462,0.02538097978965653,0.03636300635059773
2015-04-28,225.8,229.0,229.9,222.0,65.97K,-1.38%,-0.013973799126637543,0.027177696520000783,0.029707348482337827
2015-04-29,225.4,225.8,227.2,222.3,60.89K,-0.17%,-0.001771479185119551,0.02657114187548521,0.023512838205105968
2015-04-30,235.8,225.4,240.0,224.7,112.24K,4.59%,0.04614019520851831,0.025765332018884066,0.03452258495089428
2015-05-01,233.2,235.8,239.4,232.4,60.14K,-1.09%,-0.011026293469041604,0.027418173732645712,0.02789635415665533
2015-05-02,235.3,233.2,236.4,231.7,37.08K,0.91%,0.009005145797598813,0.026719760939115014,0.02286637547435036
2015-05-03,240.0,235.3,243.6,233.8,55.72K,1.98%,0.01997450063748407,0.025999508576413703,0.022340504382522053
2015-05-04,239.0,240.0,243.2,237.4,69.12K,-0.43%,-0.004166666666666652,0.025677905288109468,0.01833986583391291
2015-05-05,235.8,239.0,239.6,231.8,77.87K,-1.32%,-0.013389121338912124,0.02491656472013507,0.017472987995863436
2015-05-06,230.0,235.8,237.1,228.2,103.66K,-2.46%,-0.02459711620016969,0.02437911400808498,0.02129632764475986
2015-05-07,237.7,230.0,240.3,228.3,91.05K,3.35%,0.03347826086956518,0.024392249083508722,0.027216355027700822
2015-05-08,243.7,237.7,247.0,235.8,87.50K,2.53%,0.0252419015565839,0.025030592152041786,0.026800128630792924
2015-05-09,241.4,243.7,247.9,238.5,62.79K,-0.96%,-0.009437833401723328,0.02504332099631518,0.02216442920366188
2015-05-10,240.0,241.4,244.8,238.2,44.00K,-0.60%,-0.0057995028997515075,0.0243902073154808,0.018389271812993366
2015-05-11,241.8,240.0,243.9,238.9,57.17K,0.77%,0.007500000000000062,0.023689814987704283,0.016072685680669534
2015-05-12,241.6,241.8,243.0,239.2,40.08K,-0.10%,-0.0008271298593880427,0.023041482029213287,0.01379871572637287
2015-05-13,236.4,241.6,243.9,234.1,84.43K,-2.15%,-0.021523178807946963,0.02234046438829468,0.01821113044956169
2015-05-14,236.9,236.4,239.2,232.4,71.02K,0.22%,0.002115059221658111,0.022292272241732435,0.015308243490716128
2015-05-15,237.2,236.9,238.8,235.5,46.03K,0.13%,0.0012663571127056183,0.021619368310110514,0.013299278171851392
2015-05-16,236.2,237.2,237.8,234.6,27.05K,-0.41%,-0.004215851602023646,0.02096305036440861,0.012243354412018369
